1.3,0.83,0.6,0.6,0.6
1.2,0.88,0.7,0.75,0.55
1.37,0.87,0.55,0.34,1
1.15,0.7,0.71,0.5,0.9
1.18,0.6,1,0.7,0.87
1.35,0.78,0.77,0.89,0.7
1.42,1,0.85,0.92,1
1.28,0.86,0.92,0.48,0.8
1.36,0.76,1.3,0.85,1
1.15,0.3,0.88,0.7,0.82
1.32,0.82,0.95,0.95,1
1.02,0.95,0.9,1,1
1.46,0.87,0.95,1.03,1
1.34,1,0.95,1.21,0.75
1.32,0.9,0.95,1.21,0.78
1.02,0.6,0.5,0.76,1
1.08,0.7,1,1,1
